,"(deg C) Mean Temperature (ERA5) at Ratnapura, 2007-01-01 to 2025-12-31"
"2015-11-06",23.5445
"2015-11-07",23.9137
"2015-11-08",23.8998
"2015-11-09",23.7321
"2015-11-10",24.6354
"2015-11-11",24.212
"2015-11-12",24.3413
"2015-11-13",23.013
"2015-11-14",23.1047
"2015-11-15",22.5179
"2015-11-16",23.6482
"2015-11-17",24.8014
"2015-11-18",25.2211
"2015-11-19",24.3735
"2015-11-20",24.8914
"2015-11-21",23.9648
"2015-11-22",24.4185
"2015-11-23",24.1779
"2015-11-24",24.2136
"2015-11-25",24.7135
"2015-11-26",24.3551
"2015-11-27",24.7318
"2015-11-28",23.8915
"2015-11-29",23.8249
"2015-11-30",23.5132
"2015-12-01",23.9329
"2015-12-02",23.9148
"2015-12-03",24.6398
"2015-12-04",23.9526
"2015-12-05",24.3344
"2015-12-06",24.3289
"2015-12-07",24.1162
"2015-12-08",23.5092
"2015-12-09",24.7968
"2015-12-10",23.8912
"2015-12-11",23.8798
"2015-12-12",24.3906
"2015-12-13",25.1031
"2015-12-14",23.9502
"2015-12-15",25.0177
"2015-12-16",23.9004
"2015-12-17",24.1745
"2015-12-18",23.8373
"2015-12-19",23.103
"2015-12-20",24.2897
"2015-12-21",23.9069
"2015-12-22",23.8097
"2015-12-23",23.9412
"2015-12-24",23.8885
"2015-12-25",24.2288
"2015-12-26",24.6675
"2015-12-27",24.2391
"2015-12-28",24.5951
"2015-12-29",23.955
"2015-12-30",24.2518
"2015-12-31",25.1232
"2016-01-01",24.3289
"2016-01-02",23.749
"2016-01-03",25.005
"2016-01-04",25.1483
"2016-01-05",24.6212
"2016-01-06",24.2329
"2016-01-07",24.3109
"2016-01-08",24.0597
"2016-01-09",25.0661
"2016-01-10",24.5593
"2016-01-11",24.3562
"2016-01-12",24.4192
"2016-01-13",23.6222
"2016-01-14",23.2963
"2016-01-15",23.4834
"2016-01-16",24.0197
"2016-01-17",23.9197
"2016-01-18",23.9407
"2016-01-19",24.6632
"2016-01-20",25.551
"2016-01-21",25.371
"2016-01-22",24.8712
"2016-01-23",24.5374
"2016-01-24",24.7653
"2016-01-25",25.0849
"2016-01-26",24.7566
"2016-01-27",24.1927
"2016-01-28",24.0422
"2016-01-29",23.3124
"2016-01-30",23.3289
"2016-01-31",23.6609
"2016-02-01",24.4683
"2016-02-02",23.5846
"2016-02-03",23.3828
"2016-02-04",23.8036
"2016-02-05",24.1094
"2016-02-06",25.3139
"2016-02-07",24.8251
"2016-02-08",25.551
"2016-02-09",25.4355
"2016-02-10",25.2813
"2016-02-11",25.2407
"2016-02-12",25.0096
"2016-02-13",25.0213
"2016-02-14",25.2729
"2016-02-15",23.9755
"2016-02-16",24.1778
"2016-02-17",25.1556
"2016-02-18",24.8897
"2016-02-19",25.1066
"2016-02-20",24.3149
"2016-02-21",25.3874
"2016-02-22",25.4251
"2016-02-23",24.1806
"2016-02-24",25.3119
"2016-02-25",24.2433
"2016-02-26",25.112
"2016-02-27",24.8823
"2016-02-28",25.5695
"2016-02-29",25.3057
"2016-03-01",25.2644
"2016-03-02",25.7574
"2016-03-03",25.9806
"2016-03-04",26.235
"2016-03-05",26.0962
"2016-03-06",26.2923
"2016-03-07",25.8953
"2016-03-08",25.9487
"2016-03-09",26.2439
"2016-03-10",26.3339
"2016-03-11",26.3609
"2016-03-12",26.1583
"2016-03-13",26.5945
"2016-03-14",26.4611
"2016-03-15",25.8631
"2016-03-16",26.2429
"2016-03-17",26.749
"2016-03-18",26.6169
"2016-03-19",25.6474
"2016-03-20",26.0758
"2016-03-21",25.5742
"2016-03-22",25.7209
"2016-03-23",26.4909
"2016-03-24",26.6306
"2016-03-25",26.5699
"2016-03-26",26.8188
"2016-03-27",26.8058
"2016-03-28",25.1436
"2016-03-29",25.921
"2016-03-30",24.6109
"2016-03-31",25.8008
"2016-04-01",25.3256
"2016-04-02",25.9065
"2016-04-03",26.3175
"2016-04-04",25.671
"2016-04-05",25.9769
"2016-04-06",25.49
"2016-04-07",25.708
"2016-04-08",26.5661
"2016-04-09",26.1521
"2016-04-10",25.8334
"2016-04-11",26.2114
"2016-04-12",26.4354
"2016-04-13",27.0376
"2016-04-14",26.2698
"2016-04-15",26.6106
"2016-04-16",26.2956
"2016-04-17",25.6902
"2016-04-18",26.7404
"2016-04-19",25.1651
"2016-04-20",25.1064
"2016-04-21",25.9616
"2016-04-22",26.267
"2016-04-23",26.4573
"2016-04-24",26.4083
"2016-04-25",26.4477
"2016-04-26",25.8013
"2016-04-27",26.2034
"2016-04-28",26.0774
"2016-04-29",26.1123
"2016-04-30",24.861
"2016-05-01",25.2719
"2016-05-02",25.7472
"2016-05-03",25.8577
"2016-05-04",25.8654
"2016-05-05",25.8403
"2016-05-06",25.2285
"2016-05-07",25.2357
"2016-05-08",24.9347
"2016-05-09",24.612
"2016-05-10",24.7312
"2016-05-11",24.286
"2016-05-12",24.4452
"2016-05-13",24.6918
"2016-05-14",24.3849
"2016-05-15",22.3377
"2016-05-16",23.5987
"2016-05-17",23.7867
"2016-05-18",25.3672
"2016-05-19",24.8117
"2016-05-20",25.2518
"2016-05-21",25.5984
"2016-05-22",26.1063
"2016-05-23",25.9994
"2016-05-24",25.5167
"2016-05-25",25.418
"2016-05-26",26.0856
"2016-05-27",24.5217
"2016-05-28",24.2429
"2016-05-29",24.442
"2016-05-30",24.8478
"2016-05-31",24.6261
"2016-06-01",24.9694
"2016-06-02",25.4677
"2016-06-03",25.3927
"2016-06-04",25.2439
"2016-06-05",25.4539
"2016-06-06",25.2388
"2016-06-07",24.7852
"2016-06-08",23.9315
"2016-06-09",24.6447
"2016-06-10",24.69
"2016-06-11",25.3538
"2016-06-12",24.6605
"2016-06-13",24.7228
"2016-06-14",25.1183
"2016-06-15",25.0765
"2016-06-16",24.8276
"2016-06-17",24.3403
"2016-06-18",23.8594
"2016-06-19",24.1757
"2016-06-20",24.1805
"2016-06-21",24.0162
"2016-06-22",24.5689
"2016-06-23",24.454
"2016-06-24",24.7613
"2016-06-25",24.6273
"2016-06-26",24.5994
"2016-06-27",24.7245
"2016-06-28",24.3518
"2016-06-29",24.4511
"2016-06-30",25.0691
"2016-07-01",24.93
"2016-07-02",25.4946
"2016-07-03",25.9778
"2016-07-04",25.2829
"2016-07-05",25.2234
"2016-07-06",24.999
"2016-07-07",25.174
"2016-07-08",24.77
"2016-07-09",24.6676
"2016-07-10",24.5819
"2016-07-11",25.0991
"2016-07-12",24.5144
"2016-07-13",24.4227
"2016-07-14",24.4458
"2016-07-15",24.0629
"2016-07-16",23.8036
"2016-07-17",23.7458
"2016-07-18",24.0403
"2016-07-19",24.5277
"2016-07-20",24.7143
"2016-07-21",24.4265
"2016-07-22",24.3498
"2016-07-23",23.9304
"2016-07-24",23.307
"2016-07-25",23.6079
"2016-07-26",23.7771
"2016-07-27",23.5569
"2016-07-28",24.3209
"2016-07-29",23.927
"2016-07-30",23.8675
"2016-07-31",24.0926
"2016-08-01",24.3808
"2016-08-02",24.7773
"2016-08-03",24.6618
"2016-08-04",24.7734
"2016-08-05",25.1304
"2016-08-06",25.1357
"2016-08-07",24.6574
"2016-08-08",24.7644
"2016-08-09",24.2125
"2016-08-10",24.417
"2016-08-11",24.2962
"2016-08-12",24.4753
"2016-08-13",24.3304
"2016-08-14",24.2624
"2016-08-15",24.2747
"2016-08-16",23.9939
"2016-08-17",24.1798
"2016-08-18",23.9063
"2016-08-19",24.5035
"2016-08-20",24.4608
"2016-08-21",24.3466
"2016-08-22",23.9696
"2016-08-23",23.8046
"2016-08-24",24.4173
"2016-08-25",24.1572
"2016-08-26",24.137
"2016-08-27",23.958
"2016-08-28",23.8921
"2016-08-29",24.1634
"2016-08-30",23.8856
"2016-08-31",23.7443
"2016-09-01",24.303
"2016-09-02",23.2083
"2016-09-03",24.0512
"2016-09-04",23.7416
"2016-09-05",24.2605
"2016-09-06",24.0107
"2016-09-07",24.0511
"2016-09-08",23.2887
"2016-09-09",23.9972
"2016-09-10",23.9271
"2016-09-11",24.1534
"2016-09-12",23.8309
"2016-09-13",24.1744
"2016-09-14",24.2739
"2016-09-15",23.8816
"2016-09-16",24.3601
"2016-09-17",24.4108
"2016-09-18",23.7145
"2016-09-19",24.327
"2016-09-20",24.1915
"2016-09-21",24.1549
"2016-09-22",24.2309
"2016-09-23",24.1092
"2016-09-24",24.3095
"2016-09-25",24.0789
"2016-09-26",24.5127
"2016-09-27",24.6068
"2016-09-28",24.3812
"2016-09-29",24.2263
"2016-09-30",23.6901
"2016-10-01",24.28
"2016-10-02",24.069
"2016-10-03",24.1396
"2016-10-04",24.2005
"2016-10-05",24.4605
"2016-10-06",24.2958
"2016-10-07",23.6188
"2016-10-08",24.1775
"2016-10-09",24.2647
"2016-10-10",24.2851
"2016-10-11",24.2652
"2016-10-12",24.4897
"2016-10-13",24.8414
"2016-10-14",23.9506
"2016-10-15",24.1571
"2016-10-16",23.9891
"2016-10-17",24.4334
"2016-10-18",24.7578
"2016-10-19",23.7664
"2016-10-20",24.4223
"2016-10-21",24.0683
"2016-10-22",23.4471
"2016-10-23",23.7719
"2016-10-24",22.6423
"2016-10-25",23.2165
"2016-10-26",23.6418
"2016-10-27",23.6999
"2016-10-28",24.2478
"2016-10-29",24.5849
"2016-10-30",24.3127
"2016-10-31",23.8685
"2016-11-01",23.7217
"2016-11-02",23.8462
"2016-11-03",23.4432
"2016-11-04",22.1267
"2016-11-05",23.4542
"2016-11-06",22.4566
"2016-11-07",24.2158
"2016-11-08",24.0419
"2016-11-09",23.5445
"2016-11-10",24.1963
"2016-11-11",24.661
"2016-11-12",24.4908
"2016-11-13",24.3149
"2016-11-14",24.0095
"2016-11-15",23.8795
"2016-11-16",23.4094
"2016-11-17",22.7872
"2016-11-18",23.878
"2016-11-19",23.5242
"2016-11-20",23.4962
"2016-11-21",23.9282
"2016-11-22",24.151
"2016-11-23",24.0584
"2016-11-24",24.5443
"2016-11-25",24.7495
"2016-11-26",24.231
"2016-11-27",24.1787
"2016-11-28",23.8702
"2016-11-29",23.3241
"2016-11-30",22.7613
"2016-12-01",23.4347
"2016-12-02",23.3967
"2016-12-03",24.0996
"2016-12-04",23.8783
"2016-12-05",24.4021
"2016-12-06",24.2828
"2016-12-07",24.7462
"2016-12-08",24.7911
"2016-12-09",23.8792
"2016-12-10",23.9104
"2016-12-11",23.7579
"2016-12-12",23.7783
"2016-12-13",23.2437
"2016-12-14",23.0703
"2016-12-15",23.9344
"2016-12-16",24.0326
"2016-12-17",23.5229
"2016-12-18",23.8279
"2016-12-19",23.8734
"2016-12-20",24.3397
"2016-12-21",24.1624
"2016-12-22",24.2117
"2016-12-23",22.696
"2016-12-24",22.0292
"2016-12-25",22.2076
"2016-12-26",23.5614
"2016-12-27",23.8814
"2016-12-28",23.6731
"2016-12-29",23.3442
"2016-12-30",23.7834
"2016-12-31",23.9825
"2017-01-01",23.4041
"2017-01-02",24.1475
"2017-01-03",23.8027
"2017-01-04",22.4553
"2017-01-05",21.9548
"2017-01-06",21.9374
"2017-01-07",21.9848
"2017-01-08",21.7671
"2017-01-09",21.784
"2017-01-10",22.3259
"2017-01-11",22.0649
"2017-01-12",22.3567
"2017-01-13",22.3325
"2017-01-14",22.489
"2017-01-15",23.637
"2017-01-16",23.6105
"2017-01-17",22.8707
"2017-01-18",22.6193
"2017-01-19",23.4188
"2017-01-20",23.5226
"2017-01-21",23.9863
"2017-01-22",23.4134
"2017-01-23",23.0347
"2017-01-24",22.9467
"2017-01-25",23.6535
"2017-01-26",24.242
"2017-01-27",22.64
"2017-01-28",23.5638
"2017-01-29",24.4139
"2017-01-30",23.6226
"2017-01-31",23.5142
"2017-02-01",23.819
"2017-02-02",23.3065
"2017-02-03",23.0225
"2017-02-04",22.3361
"2017-02-05",22.9733
"2017-02-06",23.2523
"2017-02-07",23.0214
"2017-02-08",23.1041
"2017-02-09",23.6789
"2017-02-10",23.9702
"2017-02-11",23.9773
"2017-02-12",23.1188
"2017-02-13",24.1254
"2017-02-14",23.7354
"2017-02-15",24.18
"2017-02-16",24.1869
"2017-02-17",24.3552
"2017-02-18",24.0107
"2017-02-19",23.1658
"2017-02-20",23.2369
"2017-02-21",23.6165
"2017-02-22",23.7898
"2017-02-23",24.3479
"2017-02-24",23.9615
"2017-02-25",23.0958
"2017-02-26",22.5048
"2017-02-27",24.2971
"2017-02-28",23.916
"2017-03-01",22.5704
"2017-03-02",24.2029
"2017-03-03",24.3655
"2017-03-04",24.1441
"2017-03-05",25.3667
"2017-03-06",25.5683
"2017-03-07",24.8286
"2017-03-08",24.7836
"2017-03-09",24.2896
"2017-03-10",23.4589
"2017-03-11",23.5325
"2017-03-12",24.2597
"2017-03-13",24.0049
"2017-03-14",24.3081
"2017-03-15",23.7884
"2017-03-16",23.682
"2017-03-17",24.5525
"2017-03-18",24.8318
"2017-03-19",24.8967
"2017-03-20",24.3896
"2017-03-21",24.9189
"2017-03-22",24.532
"2017-03-23",24.1667
"2017-03-24",24.3086
"2017-03-25",23.521
"2017-03-26",24.2772
"2017-03-27",24.2986
"2017-03-28",24.3933
"2017-03-29",24.0047
"2017-03-30",25.1729
"2017-03-31",25.0346
"2017-04-01",25.3416
"2017-04-02",24.5119
"2017-04-03",24.5251
"2017-04-04",24.3852
"2017-04-05",25.2037
"2017-04-06",25.3271
"2017-04-07",25.2687
"2017-04-08",25.5544
"2017-04-09",24.5671
"2017-04-10",25.2777
"2017-04-11",24.3314
"2017-04-12",24.2823
"2017-04-13",23.8316
"2017-04-14",24.8083
"2017-04-15",25.5509
"2017-04-16",25.5899
"2017-04-17",25.6967
"2017-04-18",25.4779
"2017-04-19",25.2831
"2017-04-20",25.3975
"2017-04-21",25.2595
"2017-04-22",25.4438
"2017-04-23",25.7886
"2017-04-24",25.7716
"2017-04-25",25.7399
"2017-04-26",25.4522
"2017-04-27",25.1663
"2017-04-28",25.5035
"2017-04-29",24.9036
"2017-04-30",25.3212
"2017-05-01",24.6706
"2017-05-02",24.3426
"2017-05-03",24.6781
"2017-05-04",24.9581
"2017-05-05",25.5881
"2017-05-06",23.8502
"2017-05-07",24.0468
"2017-05-08",24.6341
"2017-05-09",25.1586
"2017-05-10",25.2191
"2017-05-11",24.9892
"2017-05-12",25.1269
"2017-05-13",25.648
"2017-05-14",25.2957
"2017-05-15",25.6235
"2017-05-16",25.7617
"2017-05-17",26.1219
"2017-05-18",24.4013
"2017-05-19",25.0579
"2017-05-20",25.4599
"2017-05-21",25.1525
"2017-05-22",25.2205
"2017-05-23",24.9429
"2017-05-24",23.6099
"2017-05-25",23.6339
"2017-05-26",23.6976
"2017-05-27",24.988
"2017-05-28",24.728
"2017-05-29",24.3393
"2017-05-30",23.7172
"2017-05-31",24.073
"2017-06-01",23.9618
"2017-06-02",24.1594
"2017-06-03",24.4513
"2017-06-04",25.0246
"2017-06-05",24.5453
"2017-06-06",24.5107
"2017-06-07",24.0148
"2017-06-08",24.7664
"2017-06-09",24.8101
"2017-06-10",24.2484
"2017-06-11",23.7989
"2017-06-12",24.6241
"2017-06-13",24.7458
"2017-06-14",24.3871
"2017-06-15",24.237
"2017-06-16",24.2342
"2017-06-17",25.0317
"2017-06-18",24.5775
"2017-06-19",24.6086
"2017-06-20",24.6284
"2017-06-21",24.7253
"2017-06-22",24.6872
"2017-06-23",24.0143
"2017-06-24",23.421
"2017-06-25",23.8874
"2017-06-26",23.6793
"2017-06-27",23.2445
"2017-06-28",23.9935
"2017-06-29",24.6979
"2017-06-30",24.7941
"2017-07-01",24.3137
"2017-07-02",24.2601
"2017-07-03",24.6524
"2017-07-04",25.0916
"2017-07-05",24.6782
"2017-07-06",24.5483
"2017-07-07",24.3926
"2017-07-08",24.0669
"2017-07-09",22.9466
"2017-07-10",23.642
"2017-07-11",24.1387
"2017-07-12",24.6341
"2017-07-13",24.3534
"2017-07-14",24.5126
"2017-07-15",24.6388
"2017-07-16",24.3078
"2017-07-17",24.9023
"2017-07-18",24.4666
"2017-07-19",24.2372
"2017-07-20",25.03
"2017-07-21",24.8759
"2017-07-22",25.3734
"2017-07-23",24.9276
"2017-07-24",25.0764
"2017-07-25",25.5131
"2017-07-26",25.1793
"2017-07-27",24.4482
"2017-07-28",24.4678
"2017-07-29",24.3716
"2017-07-30",24.3005
"2017-07-31",24.1209
"2017-08-01",23.9674
"2017-08-02",24.2823
"2017-08-03",24.1489
"2017-08-04",24.3117
"2017-08-05",24.216
"2017-08-06",23.8931
"2017-08-07",23.8565
"2017-08-08",24.1065
"2017-08-09",24.1787
"2017-08-10",24.2029
"2017-08-11",24.3048
"2017-08-12",24.2916
"2017-08-13",24.8458
"2017-08-14",23.772
"2017-08-15",24.2925
"2017-08-16",24.0217
"2017-08-17",24.2273
"2017-08-18",23.4362
"2017-08-19",23.8474
"2017-08-20",24.1138
"2017-08-21",24.4236
"2017-08-22",23.8886
"2017-08-23",24.4009
"2017-08-24",24.1073
"2017-08-25",24.683
"2017-08-26",24.546
"2017-08-27",24.3388
"2017-08-28",23.8451
"2017-08-29",24.1261
"2017-08-30",24.9701
"2017-08-31",25.1087
"2017-09-01",23.9236
"2017-09-02",24.1386
"2017-09-03",24.0762
"2017-09-04",24.5632
"2017-09-05",23.328
"2017-09-06",23.4547
"2017-09-07",23.0475
"2017-09-08",23.3856
"2017-09-09",23.9509
"2017-09-10",24.3565
"2017-09-11",24.9056
"2017-09-12",24.7856
"2017-09-13",22.3852
"2017-09-14",23.4029
"2017-09-15",24.7424
"2017-09-16",24.2291
"2017-09-17",23.9133
"2017-09-18",24.7968
"2017-09-19",24.9698
"2017-09-20",24.4028
"2017-09-21",23.8437
"2017-09-22",24.3311
"2017-09-23",24.698
"2017-09-24",24.4255
"2017-09-25",23.1719
"2017-09-26",23.4852
"2017-09-27",22.663
"2017-09-28",23.5662
"2017-09-29",24.5185
"2017-09-30",24.2732
"2017-10-01",23.9969
"2017-10-02",24.5995
"2017-10-03",24.2944
"2017-10-04",24.335
"2017-10-05",24.1768
"2017-10-06",23.4724
"2017-10-07",23.9714
"2017-10-08",24.2557
"2017-10-09",23.8375
"2017-10-10",24.6383
"2017-10-11",23.2074
"2017-10-12",23.6138
"2017-10-13",23.9439
"2017-10-14",22.7372
"2017-10-15",23.6999
"2017-10-16",24.1846
"2017-10-17",24.2862
"2017-10-18",24.4127
"2017-10-19",23.6509
"2017-10-20",23.6008
"2017-10-21",24.8225
"2017-10-22",24.4406
"2017-10-23",24.5584
"2017-10-24",23.8936
"2017-10-25",24.4034
"2017-10-26",23.9762
"2017-10-27",24.2718
"2017-10-28",24.6524
"2017-10-29",23.8009
"2017-10-30",24.1324
"2017-10-31",23.1237
"2017-11-01",24.0385
"2017-11-02",23.6553
"2017-11-03",23.9511
"2017-11-04",24.0681
"2017-11-05",23.2811
"2017-11-06",23.4923
"2017-11-07",23.1422
"2017-11-08",23.1772
"2017-11-09",23.9594
"2017-11-10",23.9527
"2017-11-11",24.3058
"2017-11-12",24.2527
"2017-11-13",24.4606
"2017-11-14",23.9396
"2017-11-15",23.8815
"2017-11-16",23.9917
"2017-11-17",24.6347
"2017-11-18",25.0746
"2017-11-19",24.1884
"2017-11-20",23.2064
"2017-11-21",23.966
"2017-11-22",23.5897
"2017-11-23",23.8905
"2017-11-24",23.8855
"2017-11-25",22.2946
"2017-11-26",22.8509
"2017-11-27",23.1998
"2017-11-28",23.6978
"2017-11-29",23.1646
"2017-11-30",22.5278
"2017-12-01",21.8552
"2017-12-02",22.7128
"2017-12-03",23.9801
"2017-12-04",23.6492
"2017-12-05",24.2549
"2017-12-06",24.1697
"2017-12-07",24.0333
"2017-12-08",23.4019
"2017-12-09",23.3791
"2017-12-10",24.1288
"2017-12-11",24.7484
"2017-12-12",23.8881
"2017-12-13",23.8709
"2017-12-14",23.1204
"2017-12-15",23.9784
"2017-12-16",23.5609
"2017-12-17",24.2706
"2017-12-18",23.5927
"2017-12-19",24.4389
"2017-12-20",22.4177
"2017-12-21",22.7852
"2017-12-22",23.6195
"2017-12-23",23.8723
"2017-12-24",23.6489
"2017-12-25",24.2121
"2017-12-26",24.1554
"2017-12-27",23.9019
"2017-12-28",23.5924
"2017-12-29",23.6544
"2017-12-30",23.7346
"2017-12-31",23.9733
"2018-01-01",24.0704
"2018-01-02",23.7852
"2018-01-03",23.2918
"2018-01-04",22.8414
"2018-01-05",22.4783
"2018-01-06",21.6083
"2018-01-07",21.2341
"2018-01-08",21.8617
"2018-01-09",23.2371
"2018-01-10",23.5518
"2018-01-11",23.3876
"2018-01-12",23.7673
"2018-01-13",23.8847
"2018-01-14",23.8105
"2018-01-15",23.1266
"2018-01-16",22.8599
"2018-01-17",22.3964
"2018-01-18",22.8159
"2018-01-19",22.8171
"2018-01-20",22.9191
"2018-01-21",23.5052
"2018-01-22",23.4608
"2018-01-23",23.2647
"2018-01-24",23.5274
"2018-01-25",23.6392
"2018-01-26",23.8709
"2018-01-27",23.8836
"2018-01-28",23.996
"2018-01-29",24.7624
"2018-01-30",23.852
"2018-01-31",23.4284
"2018-02-01",23.8621
"2018-02-02",23.9454
"2018-02-03",24.0719
"2018-02-04",23.7515
"2018-02-05",24.1087
"2018-02-06",24.3295
"2018-02-07",24.2533
"2018-02-08",23.5507
"2018-02-09",24.256
"2018-02-10",24.0142
"2018-02-11",24.5023
"2018-02-12",24.4041
"2018-02-13",23.8852
"2018-02-14",24.3523
"2018-02-15",24.8996
"2018-02-16",24.5458
"2018-02-17",24.0573
"2018-02-18",24.1049
"2018-02-19",23.8105
"2018-02-20",22.9529
"2018-02-21",23.5826
"2018-02-22",23.909
"2018-02-23",24.5622
"2018-02-24",25.5811
"2018-02-25",24.1699
"2018-02-26",23.7986
"2018-02-27",23.5145
"2018-02-28",24.1569
"2018-03-01",24.9127
"2018-03-02",24.5059
"2018-03-03",24.4189
"2018-03-04",24.2837
"2018-03-05",24.8299
"2018-03-06",24.6042
"2018-03-07",24.5031
"2018-03-08",24.7669
"2018-03-09",23.4139
"2018-03-10",23.6254
"2018-03-11",24.0127
"2018-03-12",23.2452
"2018-03-13",24.4693
"2018-03-14",24.8076
"2018-03-15",25.0506
"2018-03-16",25.5206
"2018-03-17",25.2027
"2018-03-18",25.887
"2018-03-19",25.3355
"2018-03-20",25.9162
"2018-03-21",25.0396
"2018-03-22",25.0354
"2018-03-23",25.1635
"2018-03-24",25.3099
"2018-03-25",25.2825
"2018-03-26",24.7229
"2018-03-27",24.6488
"2018-03-28",24.6177
"2018-03-29",25.0438
"2018-03-30",25.6866
"2018-03-31",25.2482
"2018-04-01",24.2826
"2018-04-02",23.9874
"2018-04-03",24.3475
"2018-04-04",25.0292
"2018-04-05",24.7929
"2018-04-06",24.0163
"2018-04-07",22.8894
"2018-04-08",24.6071
"2018-04-09",23.7151
"2018-04-10",24.2643
"2018-04-11",24.0844
"2018-04-12",24.207
"2018-04-13",23.4857
"2018-04-14",24.1576
"2018-04-15",24.6244
"2018-04-16",24.7997
"2018-04-17",25.0149
"2018-04-18",23.7757
"2018-04-19",25.1456
"2018-04-20",25.1236
"2018-04-21",25.3112
"2018-04-22",25.2227
"2018-04-23",25.4604
"2018-04-24",24.9214
"2018-04-25",24.6424
"2018-04-26",24.0186
"2018-04-27",24.9748
"2018-04-28",24.2416
"2018-04-29",24.5209
"2018-04-30",25.6253
"2018-05-01",26.019
"2018-05-02",25.2645
"2018-05-03",24.724
"2018-05-04",24.4939
"2018-05-05",24.538
"2018-05-06",25.1721
"2018-05-07",24.8645
"2018-05-08",24.826
"2018-05-09",24.4984
"2018-05-10",24.4198
"2018-05-11",24.9156
"2018-05-12",24.4936
"2018-05-13",24.7692
"2018-05-14",24.5702
"2018-05-15",25.1797
"2018-05-16",24.3503
"2018-05-17",23.7389
"2018-05-18",23.5528
"2018-05-19",24.7763
"2018-05-20",23.5248
"2018-05-21",22.2649
"2018-05-22",24.6383
"2018-05-23",22.9414
"2018-05-24",23.4965
"2018-05-25",23.0968
"2018-05-26",24.2152
"2018-05-27",24.2184
"2018-05-28",24.7624
"2018-05-29",25.2492
"2018-05-30",25.3668
"2018-05-31",24.9907
"2018-06-01",24.6689
"2018-06-02",24.4621
"2018-06-03",24.575
"2018-06-04",24.7089
"2018-06-05",25.2643
"2018-06-06",24.6392
"2018-06-07",23.8216
"2018-06-08",25.209
"2018-06-09",24.9813
"2018-06-10",24.8424
"2018-06-11",24.8077
"2018-06-12",24.7911
"2018-06-13",24.3069
"2018-06-14",24.3509
"2018-06-15",24.655
"2018-06-16",23.5704
"2018-06-17",24.4089
"2018-06-18",24.152
"2018-06-19",24.2091
"2018-06-20",24.2508
"2018-06-21",23.7852
"2018-06-22",24.0426
"2018-06-23",24.21
"2018-06-24",24.2252
"2018-06-25",24.0167
"2018-06-26",24.0879
"2018-06-27",24.039
"2018-06-28",24.2883
"2018-06-29",23.9291
"2018-06-30",24.2359
"2018-07-01",24.5551
"2018-07-02",24.0073
"2018-07-03",24.5363
"2018-07-04",24.6651
"2018-07-05",24.6859
"2018-07-06",24.0427
"2018-07-07",24.2275
"2018-07-08",24.3896
"2018-07-09",23.5874
"2018-07-10",23.465
"2018-07-11",22.97
"2018-07-12",23.7906
"2018-07-13",24.1675
"2018-07-14",24.1939
"2018-07-15",23.4722
"2018-07-16",23.2839
"2018-07-17",24.0557
"2018-07-18",24.2822
"2018-07-19",23.7397
"2018-07-20",23.9759
"2018-07-21",24.1867
"2018-07-22",24.3823
"2018-07-23",24.4614
"2018-07-24",23.9964
"2018-07-25",23.8862
"2018-07-26",24.039
"2018-07-27",23.8946
"2018-07-28",23.7558
"2018-07-29",23.7513
"2018-07-30",23.8443
"2018-07-31",23.2494
"2018-08-01",23.4898
"2018-08-02",24.0938
"2018-08-03",24.1845
"2018-08-04",24.3144
"2018-08-05",23.99
"2018-08-06",23.8727
"2018-08-07",23.6615
"2018-08-08",22.408
"2018-08-09",23.0651
"2018-08-10",23.5497
"2018-08-11",24.0829
"2018-08-12",23.8335
"2018-08-13",24.074
"2018-08-14",23.7274
"2018-08-15",22.8352
"2018-08-16",22.9615
"2018-08-17",23.4888
"2018-08-18",23.3027
"2018-08-19",23.3681
"2018-08-20",23.4926
"2018-08-21",23.6001
"2018-08-22",23.697
"2018-08-23",24.1422
"2018-08-24",23.3372
"2018-08-25",23.7594
"2018-08-26",23.6922
"2018-08-27",23.9143
"2018-08-28",24.2587
"2018-08-29",23.5993
"2018-08-30",23.6945
"2018-08-31",24.0498
"2018-09-01",23.5854
"2018-09-02",23.9406
"2018-09-03",23.8775
"2018-09-04",23.5769
"2018-09-05",23.4668
"2018-09-06",24.157
"2018-09-07",23.9575
"2018-09-08",24.115
"2018-09-09",24.3976
"2018-09-10",24.0368
"2018-09-11",24.6929
"2018-09-12",24.8657
"2018-09-13",24.3227
"2018-09-14",24.4231
"2018-09-15",24.0656
"2018-09-16",24.3899
"2018-09-17",24.0985
"2018-09-18",24.2808
"2018-09-19",23.8299
"2018-09-20",23.8248
"2018-09-21",22.786
"2018-09-22",24.0809
"2018-09-23",24.2815
"2018-09-24",23.0908
"2018-09-25",23.4453
"2018-09-26",23.9611
"2018-09-27",23.7284
"2018-09-28",23.5642
"2018-09-29",23.7571
"2018-09-30",24.3618
"2018-10-01",23.9853
"2018-10-02",23.6617
"2018-10-03",23.8179
"2018-10-04",24.4903
"2018-10-05",24.4806
"2018-10-06",23.5773
"2018-10-07",23.7146
"2018-10-08",23.2203
"2018-10-09",22.8095
"2018-10-10",23.8772
"2018-10-11",23.4814
"2018-10-12",23.4439
"2018-10-13",23.3497
"2018-10-14",24.2727
"2018-10-15",24.3597
"2018-10-16",23.1275
"2018-10-17",23.0049
"2018-10-18",24.4537
"2018-10-19",24.3009
"2018-10-20",23.2364
