,"(deg C) Mean Temperature (ERA5) at Polonnaruwa, 2007-01-01 to 2025-12-31"
"2015-11-07",25.8063
"2015-11-08",25.1221
"2015-11-09",26.2804
"2015-11-10",27.656
"2015-11-11",27.0076
"2015-11-12",26.5621
"2015-11-13",25.1959
"2015-11-14",24.3837
"2015-11-15",24.2603
"2015-11-16",26.2602
"2015-11-17",27.019
"2015-11-18",27.325
"2015-11-19",26.5038
"2015-11-20",26.4943
"2015-11-21",25.1554
"2015-11-22",26.1949
"2015-11-23",26.089
"2015-11-24",26.0615
"2015-11-25",26.3247
"2015-11-26",26.2729
"2015-11-27",25.9868
"2015-11-28",24.6859
"2015-11-29",25.2297
"2015-11-30",25.271
"2015-12-01",25.6071
"2015-12-02",25.9982
"2015-12-03",26.3621
"2015-12-04",25.5733
"2015-12-05",25.863
"2015-12-06",26.0641
"2015-12-07",25.5962
"2015-12-08",24.5399
"2015-12-09",25.9884
"2015-12-10",25.3001
"2015-12-11",25.6515
"2015-12-12",25.9818
"2015-12-13",26.8716
"2015-12-14",25.8213
"2015-12-15",26.6024
"2015-12-16",25.8944
"2015-12-17",25.8194
"2015-12-18",25.4782
"2015-12-19",24.8048
"2015-12-20",26.3698
"2015-12-21",25.9546
"2015-12-22",25.8735
"2015-12-23",25.899
"2015-12-24",25.1923
"2015-12-25",25.8355
"2015-12-26",25.9463
"2015-12-27",24.8459
"2015-12-28",25.8561
"2015-12-29",24.9762
"2015-12-30",25.939
"2015-12-31",25.5876
"2016-01-01",25.1231
"2016-01-02",24.6622
"2016-01-03",25.9174
"2016-01-04",26.0282
"2016-01-05",25.7105
"2016-01-06",24.9514
"2016-01-07",25.6014
"2016-01-08",25.4054
"2016-01-09",25.6011
"2016-01-10",25.9071
"2016-01-11",25.2331
"2016-01-12",24.938
"2016-01-13",25.3098
"2016-01-14",23.9394
"2016-01-15",24.8101
"2016-01-16",25.1224
"2016-01-17",24.8291
"2016-01-18",24.8903
"2016-01-19",25.5319
"2016-01-20",26.0369
"2016-01-21",26.1851
"2016-01-22",26.3758
"2016-01-23",25.483
"2016-01-24",25.9473
"2016-01-25",26.3824
"2016-01-26",26.2314
"2016-01-27",24.8958
"2016-01-28",25.1632
"2016-01-29",24.3519
"2016-01-30",24.815
"2016-01-31",25.2161
"2016-02-01",25.2624
"2016-02-02",24.9235
"2016-02-03",25.3011
"2016-02-04",25.2103
"2016-02-05",25.4966
"2016-02-06",26.282
"2016-02-07",26.4889
"2016-02-08",26.7466
"2016-02-09",26.654
"2016-02-10",26.1343
"2016-02-11",25.9198
"2016-02-12",25.0601
"2016-02-13",25.5491
"2016-02-14",26.2849
"2016-02-15",25.8292
"2016-02-16",26.6847
"2016-02-17",25.8077
"2016-02-18",25.884
"2016-02-19",26.9216
"2016-02-20",26.3106
"2016-02-21",27.1362
"2016-02-22",26.6461
"2016-02-23",25.7099
"2016-02-24",26.8026
"2016-02-25",26.8637
"2016-02-26",27.4448
"2016-02-27",27.1207
"2016-02-28",26.6741
"2016-02-29",27.1529
"2016-03-01",27.1009
"2016-03-02",26.945
"2016-03-03",27.0706
"2016-03-04",27.1757
"2016-03-05",27.2738
"2016-03-06",27.0937
"2016-03-07",27.0835
"2016-03-08",27.5135
"2016-03-09",27.9166
"2016-03-10",28.388
"2016-03-11",27.9804
"2016-03-12",28.1954
"2016-03-13",28.4676
"2016-03-14",27.9646
"2016-03-15",28.2927
"2016-03-16",28.8078
"2016-03-17",28.225
"2016-03-18",27.1756
"2016-03-19",27.7278
"2016-03-20",27.9249
"2016-03-21",27.8372
"2016-03-22",29.6391
"2016-03-23",29.2444
"2016-03-24",28.1458
"2016-03-25",28.0756
"2016-03-26",28.2526
"2016-03-27",28.9482
"2016-03-28",26.8507
"2016-03-29",27.9982
"2016-03-30",27.654
"2016-03-31",28.2497
"2016-04-01",28.4296
"2016-04-02",28.6699
"2016-04-03",29.3485
"2016-04-04",28.9679
"2016-04-05",30.0123
"2016-04-06",28.9995
"2016-04-07",29.0671
"2016-04-08",29.7551
"2016-04-09",29.4718
"2016-04-10",28.891
"2016-04-11",30.0084
"2016-04-12",30.5426
"2016-04-13",31.0681
"2016-04-14",30.6532
"2016-04-15",30.5888
"2016-04-16",30.4286
"2016-04-17",30.0126
"2016-04-18",30.7935
"2016-04-19",28.7609
"2016-04-20",29.2546
"2016-04-21",30.5305
"2016-04-22",31.1371
"2016-04-23",31.2137
"2016-04-24",31.2624
"2016-04-25",31.6189
"2016-04-26",29.3578
"2016-04-27",30.3643
"2016-04-28",30.8726
"2016-04-29",30.7341
"2016-04-30",28.6237
"2016-05-01",29.1147
"2016-05-02",30.1724
"2016-05-03",30.8315
"2016-05-04",30.6815
"2016-05-05",30.0601
"2016-05-06",28.6471
"2016-05-07",28.9069
"2016-05-08",28.0014
"2016-05-09",28.2687
"2016-05-10",27.6692
"2016-05-11",27.4806
"2016-05-12",27.0444
"2016-05-13",27.6414
"2016-05-14",26.6258
"2016-05-15",24.7509
"2016-05-16",25.6808
"2016-05-17",26.0565
"2016-05-18",28.4807
"2016-05-19",28.3101
"2016-05-20",28.1315
"2016-05-21",29.2113
"2016-05-22",29.8125
"2016-05-23",29.6614
"2016-05-24",29.2787
"2016-05-25",29.0067
"2016-05-26",29.7045
"2016-05-27",28.3349
"2016-05-28",28.1886
"2016-05-29",28.6796
"2016-05-30",28.5255
"2016-05-31",28.6461
"2016-06-01",28.8169
"2016-06-02",29.2794
"2016-06-03",29.099
"2016-06-04",29.0731
"2016-06-05",29.0696
"2016-06-06",28.9999
"2016-06-07",28.8915
"2016-06-08",27.8336
"2016-06-09",28.7336
"2016-06-10",28.6902
"2016-06-11",29.0584
"2016-06-12",28.5629
"2016-06-13",28.7605
"2016-06-14",29.2409
"2016-06-15",29.2539
"2016-06-16",28.864
"2016-06-17",28.7429
"2016-06-18",28.0065
"2016-06-19",28.5526
"2016-06-20",27.996
"2016-06-21",28.1168
"2016-06-22",28.9682
"2016-06-23",28.7261
"2016-06-24",28.8579
"2016-06-25",28.9116
"2016-06-26",28.9684
"2016-06-27",28.9958
"2016-06-28",28.3006
"2016-06-29",28.4127
"2016-06-30",29.2807
"2016-07-01",29.3238
"2016-07-02",29.7866
"2016-07-03",30.4438
"2016-07-04",29.7992
"2016-07-05",29.5375
"2016-07-06",29.2294
"2016-07-07",29.6484
"2016-07-08",29.5222
"2016-07-09",29.1276
"2016-07-10",29.1148
"2016-07-11",29.6602
"2016-07-12",29.5248
"2016-07-13",29.283
"2016-07-14",29.2237
"2016-07-15",28.4918
"2016-07-16",28.6162
"2016-07-17",28.2087
"2016-07-18",28.734
"2016-07-19",28.9392
"2016-07-20",29.1696
"2016-07-21",28.8794
"2016-07-22",28.8465
"2016-07-23",28.2842
"2016-07-24",27.919
"2016-07-25",27.7645
"2016-07-26",27.4416
"2016-07-27",28.2007
"2016-07-28",28.9016
"2016-07-29",28.6965
"2016-07-30",27.9392
"2016-07-31",28.7008
"2016-08-01",28.6788
"2016-08-02",29.2297
"2016-08-03",29.1061
"2016-08-04",29.1253
"2016-08-05",29.8513
"2016-08-06",30.1024
"2016-08-07",29.5241
"2016-08-08",29.623
"2016-08-09",29.0183
"2016-08-10",29.5138
"2016-08-11",29.2358
"2016-08-12",29.2841
"2016-08-13",29.0683
"2016-08-14",28.9531
"2016-08-15",28.9921
"2016-08-16",28.9725
"2016-08-17",29.0363
"2016-08-18",29.1486
"2016-08-19",29.4216
"2016-08-20",29.3327
"2016-08-21",29.1354
"2016-08-22",28.2708
"2016-08-23",27.9949
"2016-08-24",28.8993
"2016-08-25",28.5795
"2016-08-26",28.5888
"2016-08-27",27.7322
"2016-08-28",28.7249
"2016-08-29",28.5549
"2016-08-30",28.3025
"2016-08-31",28.0176
"2016-09-01",28.5132
"2016-09-02",27.6637
"2016-09-03",28.4162
"2016-09-04",28.3582
"2016-09-05",29.0058
"2016-09-06",28.7598
"2016-09-07",28.7212
"2016-09-08",27.9654
"2016-09-09",28.5091
"2016-09-10",28.7213
"2016-09-11",28.9016
"2016-09-12",28.8292
"2016-09-13",29.1964
"2016-09-14",29.3213
"2016-09-15",28.8524
"2016-09-16",28.8386
"2016-09-17",29.2248
"2016-09-18",28.3584
"2016-09-19",29.275
"2016-09-20",29.1916
"2016-09-21",29.066
"2016-09-22",29.274
"2016-09-23",29.1203
"2016-09-24",29.4403
"2016-09-25",29.1974
"2016-09-26",29.4194
"2016-09-27",29.6159
"2016-09-28",29.3094
"2016-09-29",28.9746
"2016-09-30",28.4126
"2016-10-01",29.0537
"2016-10-02",28.932
"2016-10-03",29.2669
"2016-10-04",29.0896
"2016-10-05",29.526
"2016-10-06",29.6509
"2016-10-07",29.0774
"2016-10-08",29.0618
"2016-10-09",29.4427
"2016-10-10",29.4674
"2016-10-11",29.2755
"2016-10-12",29.5796
"2016-10-13",29.967
"2016-10-14",27.8715
"2016-10-15",28.5608
"2016-10-16",28.8651
"2016-10-17",29.4646
"2016-10-18",29.2019
"2016-10-19",28.4273
"2016-10-20",28.2496
"2016-10-21",27.8237
"2016-10-22",27.8719
"2016-10-23",28.741
"2016-10-24",27.2246
"2016-10-25",27.0776
"2016-10-26",27.6937
"2016-10-27",27.8087
"2016-10-28",28.7201
"2016-10-29",28.9313
"2016-10-30",27.9951
"2016-10-31",26.5376
"2016-11-01",26.3676
"2016-11-02",25.9873
"2016-11-03",25.7785
"2016-11-04",24.9109
"2016-11-05",26.5586
"2016-11-06",25.817
"2016-11-07",26.7889
"2016-11-08",26.6685
"2016-11-09",26.1081
"2016-11-10",26.4854
"2016-11-11",26.8128
"2016-11-12",26.7914
"2016-11-13",26.8943
"2016-11-14",26.7874
"2016-11-15",26.9235
"2016-11-16",25.628
"2016-11-17",24.574
"2016-11-18",24.9776
"2016-11-19",25.1602
"2016-11-20",25.3253
"2016-11-21",25.3843
"2016-11-22",25.9381
"2016-11-23",25.8148
"2016-11-24",25.6751
"2016-11-25",26.0619
"2016-11-26",25.9225
"2016-11-27",25.0554
"2016-11-28",24.6012
"2016-11-29",24.9936
"2016-11-30",22.8617
"2016-12-01",23.0392
"2016-12-02",25.5165
"2016-12-03",26.4585
"2016-12-04",26.2494
"2016-12-05",26.3887
"2016-12-06",25.1045
"2016-12-07",25.877
"2016-12-08",25.9542
"2016-12-09",25.7538
"2016-12-10",25.7705
"2016-12-11",26.5709
"2016-12-12",26.8991
"2016-12-13",26.6189
"2016-12-14",26.5089
"2016-12-15",26.0576
"2016-12-16",26.1405
"2016-12-17",24.794
"2016-12-18",25.1376
"2016-12-19",24.2279
"2016-12-20",26.361
"2016-12-21",26.1785
"2016-12-22",25.1701
"2016-12-23",23.3458
"2016-12-24",22.4933
"2016-12-25",23.816
"2016-12-26",25.6686
"2016-12-27",24.8774
"2016-12-28",25.0906
"2016-12-29",24.9719
"2016-12-30",24.6502
"2016-12-31",25.0307
"2017-01-01",25.1928
"2017-01-02",24.7938
"2017-01-03",25.2006
"2017-01-04",23.8735
"2017-01-05",23.4606
"2017-01-06",23.7719
"2017-01-07",23.0918
"2017-01-08",23.0147
"2017-01-09",23.7395
"2017-01-10",23.5676
"2017-01-11",22.7556
"2017-01-12",23.4981
"2017-01-13",23.4634
"2017-01-14",24.2288
"2017-01-15",24.3237
"2017-01-16",24.1576
"2017-01-17",23.8376
"2017-01-18",23.9066
"2017-01-19",24.6722
"2017-01-20",23.8937
"2017-01-21",25.0832
"2017-01-22",24.5866
"2017-01-23",23.6348
"2017-01-24",23.5753
"2017-01-25",24.5632
"2017-01-26",24.9134
"2017-01-27",24.0252
"2017-01-28",25.3002
"2017-01-29",25.904
"2017-01-30",25.3733
"2017-01-31",24.3945
"2017-02-01",24.23
"2017-02-02",23.8618
"2017-02-03",23.7907
"2017-02-04",23.6502
"2017-02-05",24.155
"2017-02-06",24.4129
"2017-02-07",23.5342
"2017-02-08",22.9026
"2017-02-09",23.3549
"2017-02-10",24.4769
"2017-02-11",24.425
"2017-02-12",24.6426
"2017-02-13",25.1789
"2017-02-14",24.8979
"2017-02-15",25.2552
"2017-02-16",25.3444
"2017-02-17",25.2683
"2017-02-18",25.0789
"2017-02-19",24.96
"2017-02-20",25.9138
"2017-02-21",26.0761
"2017-02-22",25.4301
"2017-02-23",26.6409
"2017-02-24",26.3342
"2017-02-25",25.9583
"2017-02-26",25.5183
"2017-02-27",24.8628
"2017-02-28",25.2194
"2017-03-01",24.5873
"2017-03-02",25.1865
"2017-03-03",25.5404
"2017-03-04",25.8675
"2017-03-05",27.6385
"2017-03-06",27.7394
"2017-03-07",26.5208
"2017-03-08",27.2721
"2017-03-09",26.9473
"2017-03-10",26.1481
"2017-03-11",26.4868
"2017-03-12",26.7588
"2017-03-13",26.4323
"2017-03-14",26.9187
"2017-03-15",26.3141
"2017-03-16",26.563
"2017-03-17",26.15
"2017-03-18",26.732
"2017-03-19",27.7274
"2017-03-20",28.3033
"2017-03-21",27.7434
"2017-03-22",26.5482
"2017-03-23",26.5482
"2017-03-24",26.2214
"2017-03-25",26.4804
"2017-03-26",26.7024
"2017-03-27",27.2519
"2017-03-28",27.4354
"2017-03-29",26.8726
"2017-03-30",27.7421
"2017-03-31",28.2745
"2017-04-01",29.3396
"2017-04-02",28.286
"2017-04-03",28.3902
"2017-04-04",28.2054
"2017-04-05",29.7346
"2017-04-06",29.958
"2017-04-07",29.8876
"2017-04-08",29.323
"2017-04-09",29.1255
"2017-04-10",29.7731
"2017-04-11",28.0673
"2017-04-12",28.5635
"2017-04-13",27.5805
"2017-04-14",29.0393
"2017-04-15",30.1374
"2017-04-16",30.1549
"2017-04-17",30.2966
"2017-04-18",29.8791
"2017-04-19",29.9417
"2017-04-20",30.1824
"2017-04-21",29.9871
"2017-04-22",29.8775
"2017-04-23",30.2909
"2017-04-24",30.0823
"2017-04-25",30.1428
"2017-04-26",30.6087
"2017-04-27",30.6072
"2017-04-28",31.1403
"2017-04-29",30.1548
"2017-04-30",29.8175
"2017-05-01",29.3892
"2017-05-02",29.2362
"2017-05-03",29.4156
"2017-05-04",29.758
"2017-05-05",30.0219
"2017-05-06",28.3884
"2017-05-07",27.5148
"2017-05-08",27.996
"2017-05-09",28.6515
"2017-05-10",29.1848
"2017-05-11",28.6896
"2017-05-12",28.7033
"2017-05-13",29.3614
"2017-05-14",29.2334
"2017-05-15",29.6355
"2017-05-16",29.7993
"2017-05-17",30.1087
"2017-05-18",28.8442
"2017-05-19",29.5304
"2017-05-20",29.739
"2017-05-21",29.3123
"2017-05-22",29.3775
"2017-05-23",28.7884
"2017-05-24",27.73
"2017-05-25",28.4997
"2017-05-26",28.244
"2017-05-27",29.2984
"2017-05-28",29.3671
"2017-05-29",28.921
"2017-05-30",27.744
"2017-05-31",28.5864
"2017-06-01",28.7339
"2017-06-02",28.7317
"2017-06-03",28.72
"2017-06-04",29.5469
"2017-06-05",29.1974
"2017-06-06",29.1521
"2017-06-07",28.3411
"2017-06-08",29.6405
"2017-06-09",29.4742
"2017-06-10",28.9958
"2017-06-11",28.8186
"2017-06-12",29.4869
"2017-06-13",29.7129
"2017-06-14",29.1537
"2017-06-15",29.1431
"2017-06-16",29.157
"2017-06-17",29.9134
"2017-06-18",29.5744
"2017-06-19",29.2772
"2017-06-20",29.2902
"2017-06-21",29.4905
"2017-06-22",29.7023
"2017-06-23",28.8699
"2017-06-24",28.2352
"2017-06-25",28.0849
"2017-06-26",28.0564
"2017-06-27",27.6699
"2017-06-28",28.8075
"2017-06-29",29.6739
"2017-06-30",30.096
"2017-07-01",29.2546
"2017-07-02",29.6692
"2017-07-03",29.8838
"2017-07-04",30.3079
"2017-07-05",29.9773
"2017-07-06",29.3048
"2017-07-07",29.1275
"2017-07-08",28.8211
"2017-07-09",28.1257
"2017-07-10",28.429
"2017-07-11",29.2028
"2017-07-12",29.1618
"2017-07-13",29.1899
"2017-07-14",29.2521
"2017-07-15",29.2547
"2017-07-16",29.4221
"2017-07-17",29.4263
"2017-07-18",28.9258
"2017-07-19",28.7823
"2017-07-20",30.0557
"2017-07-21",29.9675
"2017-07-22",30.323
"2017-07-23",30.2386
"2017-07-24",30.4127
"2017-07-25",31.003
"2017-07-26",30.6954
"2017-07-27",29.5883
"2017-07-28",29.332
"2017-07-29",28.609
"2017-07-30",28.2853
"2017-07-31",28.229
"2017-08-01",28.5933
"2017-08-02",28.8701
"2017-08-03",28.9732
"2017-08-04",29.3914
"2017-08-05",29.3473
"2017-08-06",28.6787
"2017-08-07",28.9634
"2017-08-08",28.5286
"2017-08-09",28.9561
"2017-08-10",29.2038
"2017-08-11",28.8683
"2017-08-12",28.6725
"2017-08-13",28.8238
"2017-08-14",27.5642
"2017-08-15",28.7613
"2017-08-16",28.5785
"2017-08-17",28.7391
"2017-08-18",27.7515
"2017-08-19",28.3923
"2017-08-20",28.568
"2017-08-21",29.1913
"2017-08-22",28.4836
"2017-08-23",28.7732
"2017-08-24",29.0538
"2017-08-25",29.4576
"2017-08-26",29.4426
"2017-08-27",29.0705
"2017-08-28",28.5342
"2017-08-29",28.6844
"2017-08-30",29.7152
"2017-08-31",28.9223
"2017-09-01",26.8088
"2017-09-02",27.3614
"2017-09-03",27.4351
"2017-09-04",28.0534
"2017-09-05",27.1594
"2017-09-06",27.4153
"2017-09-07",26.3904
"2017-09-08",26.5905
"2017-09-09",26.7085
"2017-09-10",27.9984
"2017-09-11",28.3458
"2017-09-12",27.5279
"2017-09-13",25.9849
"2017-09-14",27.0089
"2017-09-15",28.6159
"2017-09-16",28.3674
"2017-09-17",27.4671
"2017-09-18",28.2035
"2017-09-19",28.8362
"2017-09-20",28.5909
"2017-09-21",28.237
"2017-09-22",28.831
"2017-09-23",29.1663
"2017-09-24",28.4701
"2017-09-25",27.5391
"2017-09-26",27.7841
"2017-09-27",27.1846
"2017-09-28",27.5513
"2017-09-29",28.7781
"2017-09-30",28.8475
"2017-10-01",28.4941
"2017-10-02",29.2443
"2017-10-03",28.8361
"2017-10-04",28.5939
"2017-10-05",28.4669
"2017-10-06",28.2088
"2017-10-07",28.3965
"2017-10-08",28.8352
"2017-10-09",28.5373
"2017-10-10",28.5164
"2017-10-11",27.1459
"2017-10-12",26.4625
"2017-10-13",27.4065
"2017-10-14",26.107
"2017-10-15",27.3979
"2017-10-16",28.4886
"2017-10-17",26.8942
"2017-10-18",27.7649
"2017-10-19",27.8108
"2017-10-20",27.7591
"2017-10-21",28.594
"2017-10-22",28.4023
"2017-10-23",28.2399
"2017-10-24",26.9347
"2017-10-25",27.1663
"2017-10-26",26.7352
"2017-10-27",26.4205
"2017-10-28",26.5996
"2017-10-29",26.1796
"2017-10-30",26.4235
"2017-10-31",25.7062
"2017-11-01",26.0864
"2017-11-02",25.2216
"2017-11-03",25.4109
"2017-11-04",25.6329
"2017-11-05",25.5431
"2017-11-06",25.4502
"2017-11-07",25.3018
"2017-11-08",25.0564
"2017-11-09",25.9236
"2017-11-10",25.193
"2017-11-11",25.6222
"2017-11-12",26.6067
"2017-11-13",26.8674
"2017-11-14",26.7026
"2017-11-15",26.6154
"2017-11-16",26.8735
"2017-11-17",27.5769
"2017-11-18",27.342
"2017-11-19",26.2566
"2017-11-20",26.1927
"2017-11-21",26.4597
"2017-11-22",26.0495
"2017-11-23",26.335
"2017-11-24",26.3429
"2017-11-25",24.6516
"2017-11-26",24.5698
"2017-11-27",24.7657
"2017-11-28",25.2021
"2017-11-29",25.1023
"2017-11-30",25.5686
"2017-12-01",25.1018
"2017-12-02",24.9054
"2017-12-03",25.1714
"2017-12-04",25.3625
"2017-12-05",25.3758
"2017-12-06",25.8539
"2017-12-07",25.7534
"2017-12-08",25.2962
"2017-12-09",25.8953
"2017-12-10",26.3016
"2017-12-11",26.6368
"2017-12-12",26.6808
"2017-12-13",26.361
"2017-12-14",25.449
"2017-12-15",25.6294
"2017-12-16",26.0133
"2017-12-17",25.4502
"2017-12-18",24.9575
"2017-12-19",24.7275
"2017-12-20",23.8187
"2017-12-21",24.2697
"2017-12-22",24.7288
"2017-12-23",24.9553
"2017-12-24",25.0585
"2017-12-25",25.306
"2017-12-26",24.9002
"2017-12-27",24.8281
"2017-12-28",23.737
"2017-12-29",23.993
"2017-12-30",24.6453
"2017-12-31",24.9002
"2018-01-01",25.4896
"2018-01-02",25.3868
"2018-01-03",24.5279
"2018-01-04",24.2432
"2018-01-05",23.6249
"2018-01-06",22.9704
"2018-01-07",22.6283
"2018-01-08",23.5772
"2018-01-09",24.1086
"2018-01-10",25.3448
"2018-01-11",24.9918
"2018-01-12",25.0795
"2018-01-13",25.4375
"2018-01-14",25.2392
"2018-01-15",24.4795
"2018-01-16",24.2054
"2018-01-17",23.004
"2018-01-18",23.6011
"2018-01-19",23.4228
"2018-01-20",23.6869
"2018-01-21",23.9604
"2018-01-22",24.607
"2018-01-23",24.4824
"2018-01-24",24.0704
"2018-01-25",23.6206
"2018-01-26",24.2883
"2018-01-27",24.5175
"2018-01-28",24.7415
"2018-01-29",24.971
"2018-01-30",24.7357
"2018-01-31",24.0605
"2018-02-01",24.5607
"2018-02-02",24.0201
"2018-02-03",24.616
"2018-02-04",25.2342
"2018-02-05",25.6645
"2018-02-06",25.9995
"2018-02-07",26.3304
"2018-02-08",26.0545
"2018-02-09",26.1424
"2018-02-10",25.6859
"2018-02-11",26.0071
"2018-02-12",25.4185
"2018-02-13",25.5993
"2018-02-14",25.3052
"2018-02-15",25.7839
"2018-02-16",25.5165
"2018-02-17",24.4535
"2018-02-18",23.9447
"2018-02-19",23.5388
"2018-02-20",23.9614
"2018-02-21",24.8146
"2018-02-22",25.3112
"2018-02-23",26.1558
"2018-02-24",26.2434
"2018-02-25",25.3019
"2018-02-26",25.297
"2018-02-27",24.7284
"2018-02-28",25.0433
"2018-03-01",26.9997
"2018-03-02",26.5555
"2018-03-03",26.4427
"2018-03-04",26.9106
"2018-03-05",26.7002
"2018-03-06",25.57
"2018-03-07",26.3265
"2018-03-08",27.164
"2018-03-09",26.2425
"2018-03-10",26.3242
"2018-03-11",26.1184
"2018-03-12",24.1052
"2018-03-13",26.3217
"2018-03-14",27.6029
"2018-03-15",27.3599
"2018-03-16",27.8931
"2018-03-17",27.4198
"2018-03-18",27.3752
"2018-03-19",26.9269
"2018-03-20",27.1617
"2018-03-21",28.5991
"2018-03-22",28.7217
"2018-03-23",28.1443
"2018-03-24",27.4472
"2018-03-25",27.6983
"2018-03-26",26.5972
"2018-03-27",28.0694
"2018-03-28",27.8078
"2018-03-29",28.3513
"2018-03-30",29.3965
"2018-03-31",29.4055
"2018-04-01",28.5133
"2018-04-02",27.9448
"2018-04-03",28.3943
"2018-04-04",28.5515
"2018-04-05",28.6462
"2018-04-06",27.9311
"2018-04-07",25.8513
"2018-04-08",27.3904
"2018-04-09",26.634
"2018-04-10",27.7325
"2018-04-11",27.2284
"2018-04-12",26.7544
"2018-04-13",26.0294
"2018-04-14",27.1419
"2018-04-15",27.955
"2018-04-16",28.2471
"2018-04-17",28.6505
"2018-04-18",27.0901
"2018-04-19",28.2289
"2018-04-20",29.1462
"2018-04-21",29.1055
"2018-04-22",29.2261
"2018-04-23",29.2729
"2018-04-24",28.7011
"2018-04-25",28.8039
"2018-04-26",28.102
"2018-04-27",28.5811
"2018-04-28",27.6065
"2018-04-29",28.8374
"2018-04-30",29.9527
"2018-05-01",30.3126
"2018-05-02",29.33
"2018-05-03",28.8052
"2018-05-04",28.7279
"2018-05-05",27.9279
"2018-05-06",27.5542
"2018-05-07",27.6758
"2018-05-08",27.8578
"2018-05-09",27.3286
"2018-05-10",27.3326
"2018-05-11",28.1726
"2018-05-12",27.7464
"2018-05-13",27.977
"2018-05-14",27.1839
"2018-05-15",27.5732
"2018-05-16",27.3457
"2018-05-17",27.0994
"2018-05-18",26.1996
"2018-05-19",27.1525
"2018-05-20",26.786
"2018-05-21",25.4733
"2018-05-22",27.4216
"2018-05-23",25.9396
"2018-05-24",26.6563
"2018-05-25",25.7713
"2018-05-26",27.2983
"2018-05-27",27.4526
"2018-05-28",28.2631
"2018-05-29",29.0973
"2018-05-30",29.1307
"2018-05-31",28.9439
"2018-06-01",28.3979
"2018-06-02",27.9271
"2018-06-03",28.0673
"2018-06-04",28.5413
"2018-06-05",28.993
"2018-06-06",28.393
"2018-06-07",27.7779
"2018-06-08",28.6937
"2018-06-09",28.3909
"2018-06-10",28.8278
"2018-06-11",29.0124
"2018-06-12",29.0251
"2018-06-13",28.3353
"2018-06-14",28.6131
"2018-06-15",28.811
"2018-06-16",27.7335
"2018-06-17",28.4238
"2018-06-18",28.2461
"2018-06-19",28.4835
"2018-06-20",28.0503
"2018-06-21",28.0346
"2018-06-22",28.3893
"2018-06-23",28.6543
"2018-06-24",28.6044
"2018-06-25",28.3857
"2018-06-26",28.6447
"2018-06-27",28.6153
"2018-06-28",29.002
"2018-06-29",28.3917
"2018-06-30",28.4449
"2018-07-01",27.7917
"2018-07-02",27.9985
"2018-07-03",28.409
"2018-07-04",29.1258
"2018-07-05",29.195
"2018-07-06",29.1052
"2018-07-07",29.1089
"2018-07-08",28.9698
"2018-07-09",28.3098
"2018-07-10",27.6068
"2018-07-11",27.2083
"2018-07-12",28.4214
"2018-07-13",28.7991
"2018-07-14",28.8859
"2018-07-15",28.1585
"2018-07-16",27.8497
"2018-07-17",29.1807
"2018-07-18",29.2025
"2018-07-19",28.0444
"2018-07-20",28.5848
"2018-07-21",28.8224
"2018-07-22",29.1636
"2018-07-23",29.6234
"2018-07-24",28.6897
"2018-07-25",28.8372
"2018-07-26",28.8592
"2018-07-27",28.6737
"2018-07-28",28.681
"2018-07-29",28.4777
"2018-07-30",28.4713
"2018-07-31",28.0453
"2018-08-01",28.2515
"2018-08-02",28.483
"2018-08-03",28.7843
"2018-08-04",28.5807
"2018-08-05",28.502
"2018-08-06",28.5902
"2018-08-07",28.3606
"2018-08-08",27.1283
"2018-08-09",27.825
"2018-08-10",28.3386
"2018-08-11",28.3846
"2018-08-12",28.1894
"2018-08-13",28.4839
"2018-08-14",28.0102
"2018-08-15",26.848
"2018-08-16",27.1981
"2018-08-17",28.1566
"2018-08-18",27.6952
"2018-08-19",27.8331
"2018-08-20",28.2046
"2018-08-21",28.3233
"2018-08-22",28.7914
"2018-08-23",29.2257
"2018-08-24",27.4956
"2018-08-25",28.0731
"2018-08-26",28.2279
"2018-08-27",28.2204
"2018-08-28",28.7055
"2018-08-29",28.2054
"2018-08-30",28.0393
"2018-08-31",27.9432
"2018-09-01",27.9398
"2018-09-02",28.2825
"2018-09-03",28.282
"2018-09-04",28.5079
"2018-09-05",28.1914
"2018-09-06",28.4136
"2018-09-07",28.4486
"2018-09-08",28.9782
"2018-09-09",29.4785
"2018-09-10",28.3038
"2018-09-11",29.4905
"2018-09-12",29.806
"2018-09-13",29.2351
"2018-09-14",29.6634
"2018-09-15",29.1086
"2018-09-16",28.6633
"2018-09-17",28.8798
"2018-09-18",28.9621
"2018-09-19",28.3887
"2018-09-20",28.675
"2018-09-21",27.8784
"2018-09-22",29.4169
"2018-09-23",28.7183
"2018-09-24",27.0401
"2018-09-25",27.1949
"2018-09-26",27.3823
"2018-09-27",26.719
"2018-09-28",26.4346
"2018-09-29",26.6954
"2018-09-30",27.5998
"2018-10-01",27.1176
"2018-10-02",26.2467
"2018-10-03",25.9613
"2018-10-04",26.2713
"2018-10-05",26.5211
"2018-10-06",26.4773
"2018-10-07",26.6439
"2018-10-08",25.5092
"2018-10-09",25.3003
"2018-10-10",27.369
"2018-10-11",27.5279
"2018-10-12",27.5536
"2018-10-13",26.53
"2018-10-14",26.772
"2018-10-15",26.7719
"2018-10-16",25.9574
"2018-10-17",25.9474
"2018-10-18",26.2976
"2018-10-19",26.6813
"2018-10-20",25.6976
"2018-10-21",26.0303
"2018-10-22",26.3868
