,"(mm) Precipitation (CHIRPS) at Kalutara, 2007-01-01 to 2025-12-31"
"2025-12-04",1.948
"2025-12-05",9.6493
"2025-12-06",2.3112
"2025-12-07",19.6451
"2025-12-08",11.2832
"2025-12-09",17.5523
"2025-12-10",25.4584
"2025-12-11",14.5351
"2025-12-12",17.4307
"2025-12-13",22.1596
"2025-12-14",5.0026
"2025-12-15",0
"2025-12-16",5.1056
"2025-12-17",14.3758
"2025-12-18",31.0209
"2025-12-19",13.6899
"2025-12-20",22.3394
"2025-12-21",2.5321
"2025-12-22",0.0007
"2025-12-23",0
"2025-12-24",3.1219
"2025-12-25",0.0062
"2025-12-26",0
"2025-12-27",4.5655
"2025-12-28",0
"2025-12-29",0
"2025-12-30",0.9092
"2025-12-31",18.9803
